position,TerrainSlope,lon,lat
1.237279,18.586155,44.848999,-89.779653
1.239161,18.339028,44.852152,-89.779592
1.241043,18.122182,44.855303,-89.779531
1.242924,17.933268,44.858452,-89.77947
1.244806,17.879132,44.8616,-89.779409
1.246687,18.094839,44.864746,-89.779348
1.248569,18.672269,44.867891,-89.779287
1.25045,19.251511,44.871033,-89.779227
1.252332,19.270849,44.874174,-89.779166
1.254214,18.473091,44.877313,-89.779105
1.256095,15.755923,44.880451,-89.779044
1.257977,11.281972,44.883587,-89.778983
1.259858,8.40603,44.886721,-89.778922
1.26174,8.74191,44.889853,-89.778861
1.263622,12.028083,44.892983,-89.778801
1.265503,15.993658,44.896112,-89.77874
1.267385,18.313021,44.899239,-89.778679
1.269266,19.118439,44.902365,-89.778618
1.271148,19.274467,44.905488,-89.778557
1.27303,19.319436,44.90861,-89.778496
1.274911,19.394579,44.91173,-89.778435
1.276793,19.395841,44.914849,-89.778374
1.278674,19.412178,44.917966,-89.778314
1.280556,19.351575,44.921081,-89.778253
1.282438,19.184684,44.924194,-89.778192
1.284319,18.986671,44.927306,-89.778131
1.286201,18.790049,44.930416,-89.77807
1.288082,18.588678,44.933524,-89.778009
1.289964,18.406431,44.936631,-89.777948
1.291845,18.098501,44.939735,-89.777888
1.293727,17.77454,44.942839,-89.777827
1.295609,17.52714,44.94594,-89.777766
1.29749,17.349018,44.94904,-89.777705
1.299372,17.333969,44.952138,-89.777644
1.301253,17.564416,44.955234,-89.777583
1.303135,18.024833,44.958329,-89.777522
1.305017,18.476187,44.961422,-89.777461
1.306898,18.864998,44.964513,-89.777401
1.30878,19.292132,44.967603,-89.77734
1.310661,19.654747,44.970691,-89.777279
1.312543,19.824307,44.973777,-89.777218
1.314425,19.846203,44.976861,-89.777157
1.316306,19.787569,44.979944,-89.777096
1.317113,19.707081,44.981266,-89.77707
